date,interval,data_type,key
2023-03-02,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-02.zip
2023-03-02,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-02.zip
2023-03-03,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-03.zip
2023-03-03,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-03.zip
2023-03-03,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-03.zip
2023-03-04,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-04.zip
2023-03-04,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-04.zip
2023-03-04,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-04.zip
2023-03-05,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-05.zip
2023-03-05,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-05.zip
2023-03-05,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-05.zip
2023-03-06,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-06.zip
2023-03-06,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-06.zip
2023-03-06,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-06.zip
2023-03-07,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-07.zip
2023-03-07,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-07.zip
2023-03-07,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-07.zip
2023-03-08,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-08.zip
2023-03-08,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-08.zip
2023-03-08,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-08.zip
2023-03-09,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-09.zip
2023-03-09,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-09.zip
2023-03-09,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-09.zip
2023-03-10,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-10.zip
2023-03-10,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-10.zip
2023-03-10,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-10.zip
2023-03-11,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-11.zip
2023-03-11,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-11.zip
2023-03-11,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-11.zip
2023-03-12,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-12.zip
2023-03-12,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-12.zip
2023-03-12,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-12.zip
2023-03-13,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-13.zip
2023-03-13,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-13.zip
2023-03-13,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-13.zip
2023-03-14,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-14.zip
2023-03-14,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-14.zip
2023-03-14,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-14.zip
2023-03-15,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-15.zip
2023-03-15,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-15.zip
2023-03-15,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-15.zip
2023-03-16,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-16.zip
2023-03-16,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-16.zip
2023-03-16,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-16.zip
2023-03-17,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-17.zip
2023-03-17,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-17.zip
2023-03-17,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-17.zip
2023-03-18,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-18.zip
2023-03-18,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-18.zip
2023-03-18,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-18.zip
2023-03-19,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-19.zip
2023-03-19,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-19.zip
2023-03-19,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-19.zip
2023-03-20,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-20.zip
2023-03-20,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-20.zip
2023-03-20,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-20.zip
2023-03-21,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-21.zip
2023-03-21,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-21.zip
2023-03-21,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-21.zip
2023-03-22,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-22.zip
2023-03-22,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-22.zip
2023-03-22,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-22.zip
2023-03-23,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-23.zip
2023-03-23,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-23.zip
2023-03-23,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-23.zip
2023-03-24,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-24.zip
2023-03-24,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-24.zip
2023-03-24,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-24.zip
2023-03-25,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-25.zip
2023-03-25,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-25.zip
2023-03-25,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-25.zip
2023-03-26,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-26.zip
2023-03-26,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-26.zip
2023-03-26,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-26.zip
2023-03-27,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-27.zip
2023-03-27,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-27.zip
2023-03-27,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-27.zip
2023-03-28,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-28.zip
2023-03-28,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-28.zip
2023-03-28,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-28.zip
2023-03-29,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-29.zip
2023-03-29,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-29.zip
2023-03-29,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-29.zip
2023-03-30,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-30.zip
2023-03-30,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-30.zip
2023-03-30,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-30.zip
2023-03-31,daily,aggTrades,data/futures/um/daily/aggTrades/BTCUSDT_230331/BTCUSDT_230331-aggTrades-2023-03-31.zip
2023-03-31,daily,bookDepth,data/futures/um/daily/bookDepth/BTCUSDT_230331/BTCUSDT_230331-bookDepth-2023-03-31.zip
2023-03-31,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-03-31.zip
2023-04-01,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-01.zip
2023-04-02,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-02.zip
2023-04-03,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-03.zip
2023-04-04,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-04.zip
2023-04-05,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-05.zip
2023-04-06,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-06.zip
2023-04-07,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-07.zip
2023-04-08,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-08.zip
2023-04-09,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-09.zip
2023-04-10,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-10.zip
2023-04-11,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-11.zip
2023-04-12,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-12.zip
2023-04-13,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-13.zip
2023-04-14,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-14.zip
2023-04-15,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-15.zip
2023-04-16,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-16.zip
2023-04-17,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-17.zip
2023-04-18,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-18.zip
2023-04-19,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-19.zip
2023-04-20,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-20.zip
2023-04-21,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-21.zip
2023-04-22,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-22.zip
2023-04-23,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-23.zip
2023-04-24,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-24.zip
2023-04-25,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-25.zip
2023-04-26,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-26.zip
2023-04-27,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-27.zip
2023-04-28,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-28.zip
2023-04-29,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-29.zip
2023-04-30,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-04-30.zip
2023-05-01,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-01.zip
2023-05-02,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-02.zip
2023-05-03,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-03.zip
2023-05-04,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-04.zip
2023-05-05,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-05.zip
2023-05-06,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-06.zip
2023-05-07,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-07.zip
2023-05-08,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-08.zip
2023-05-09,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-09.zip
2023-05-10,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-10.zip
2023-05-11,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-11.zip
2023-05-12,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-12.zip
2023-05-13,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-13.zip
2023-05-14,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-14.zip
2023-05-15,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-15.zip
2023-05-16,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-16.zip
2023-05-17,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-17.zip
2023-05-18,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-18.zip
2023-05-19,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-19.zip
2023-05-20,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-20.zip
2023-05-21,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-21.zip
2023-05-22,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-22.zip
2023-05-23,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-23.zip
2023-05-24,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-24.zip
2023-05-25,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-25.zip
2023-05-26,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-26.zip
2023-05-27,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-27.zip
2023-05-28,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-28.zip
2023-05-29,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-29.zip
2023-05-30,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-30.zip
2023-05-31,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-05-31.zip
2023-06-01,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-06-01.zip
2023-06-02,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-06-02.zip
2023-06-03,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-06-03.zip
2023-06-04,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-06-04.zip
2023-06-05,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-06-05.zip
2023-06-06,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-06-06.zip
2023-06-07,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-06-07.zip
2023-06-08,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-06-08.zip
2023-06-09,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-06-09.zip
2023-06-10,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-06-10.zip
2023-06-11,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-06-11.zip
2023-06-12,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-06-12.zip
2023-06-13,daily,metrics,data/futures/um/daily/metrics/BTCUSDT_230331/BTCUSDT_230331-metrics-2023-06-13.zip
